SaleID,price
200000,1272.834120559406
200001,1936.557172173314
200002,8845.584999322258
200003,1271.8763335061224
200004,1973.1614595443434
200005,1321.819697828266
200006,486.6046055851011
200007,3293.586727179947
200008,12979.931552617645
200009,594.5827510894351
200010,646.7970325119322
200011,2488.1999655040945
200012,6019.773120998065
200013,7567.856629952306
200014,1440.3757962489428
200015,248.71013920788027
200016,1732.936450523382
200017,8445.08891005407
200018,6632.659971456998
200019,667.8763239079121
200020,24552.199465242556
200021,7775.68396840704
200022,2039.038561823045
200023,1556.3190360534047
200024,807.1006150456915
200025,8427.063075022848
200026,531.7118423838506
200027,12412.913999076587
200028,3982.3061739723494
200029,8169.334532723572
200030,18548.076714040602
200031,13109.556964445479
200032,593.2464742853458
200033,14733.739067413097
200034,744.3247147508405
200035,1997.4660001402417
200036,14293.218842754935
200037,6009.01681387156
200038,1572.3488198066723
200039,363.54647730795887
200040,593.8818525520837
200041,26325.99658498478
200042,466.80921537621634
200043,6992.953365756734
200044,19268.001564378734
200045,496.11437955759266
200046,15687.798896912162
200047,17444.999302799202
200048,2255.3160118212277
200049,3299.7820824770693
200050,620.9555287581661
200051,4698.917163699305
200052,2861.3272056851865
200053,482.92932008822754
200054,13923.098890884534
200055,11312.410960651181
200056,5981.644551107125
200057,3284.628661191575
200058,890.9415630730336
200059,5227.530187857525
200060,8462.360765293408
200061,1074.555147503544
200062,5592.309015211717
200063,7950.094385054018
200064,1290.2175673145439
200065,1688.8675804929585
200066,490.2262262412378
200067,9923.835912019176
200068,206.8771504069573
200069,17366.710407818427
200070,8810.552178646485
200071,322.3703796885866
200072,6653.836943070872
200073,16865.393568725594
200074,4060.5751154341015
200075,13317.037407689739
200076,2947.953697902175
200077,219.0037680343744
200078,363.90383425758046
200079,3121.2683959143483
200080,3064.7002452244174
200081,2101.918579615753
200082,4078.8033199440015
200083,409.15389004332474
200084,1212.6408991574253
200085,1711.4330454111157
200086,7042.141526079949
200087,3362.761905765812
200088,2652.345844739881
200089,40979.01274739342
200090,2427.8828672303343
200091,214.8526537013713
200092,1292.3236694136654
200093,15964.344719144481
200094,6634.560044466089
200095,5878.778778544358
200096,2460.3428071132566
200097,1173.58452372067
200098,454.4459761517696
200099,25568.156771414568
200100,21025.857858241812
200101,7243.022699035174
200102,1837.26329812064
200103,10887.417489326668
200104,5389.656075789476
200105,4442.535889771794
200106,8044.970169860709
200107,1605.967585972314
200108,14987.15297617343
200109,7890.826613023938
200110,595.2829568626794
200111,1946.957402319237
200112,1820.189907503214
200113,690.3004851546648
200114,2343.496690113136
200115,1233.4105661825893
200116,14398.878861585026
200117,16333.165882209885
200118,48759.90064078116
200119,210.0846729096752
200120,2948.6393863491885
200121,2680.7935084965357
200122,678.9240174434185
200123,2537.0279592596044
200124,55735.969395825545
200125,609.1249573143605
200126,2913.433437295228
200127,15200.455144681844
200128,1606.5652133225385
200129,5913.244789877806
200130,3864.0730309949663
200131,2593.2138698699705
200132,1481.9041746815014
200133,2748.944577622199
200134,1368.5777194468872
200135,2951.4275162918757
200136,4000.454483312765
200137,806.0695452641367
200138,9981.427974304173
200139,6360.35556590684
200140,2913.159575200768
200141,1471.2689550856614
200142,5388.041833224138
200143,6817.364666623617
200144,1294.3044879115853
200145,6155.240919834167
200146,2686.491316795701
200147,4512.020435246822
200148,2981.7397845103624
200149,188.91816572151674
200150,11244.782009105773
200151,4917.1590179854775
200152,671.9960732743334
200153,505.8155250869836
200154,7874.655467814486
200155,2202.4349684277804
200156,16358.22234778643
200157,7989.048650319301
200158,10305.685293992225
200159,1815.9866524880251
200160,7745.864006411827
200161,7773.937621765179
200162,6573.620892723513
200163,924.1609556272065
200164,15856.152323727243
200165,14100.293981441404
200166,23503.718804154814
200167,3891.9229743809533
200168,39621.84798522047
200169,711.3039043726758
200170,2432.646892282046
200171,8783.2616065552
200172,1928.7483943418388
200173,35587.308482082066
200174,1174.3170016298886
200175,2428.1868599758036
200176,7801.42208925505
200177,6072.457177902052
200178,5350.6491179843615
200179,3917.1433331253743
200180,901.5478217621644
200181,18836.116327456835
200182,4306.92001791114
200183,1513.1697647550227
200184,2095.6570387804504
200185,4403.294057917519
200186,3632.792698476913
200187,5557.734836810772
200188,12264.795947545414
200189,11095.485148853917
200190,3050.1050062519616
200191,2993.996717865128
200192,1093.7590385534681
200193,4607.482408843587
